country,wdpa_name,guide_number,id,url,title_en,title_es,wdpa_id,region_id
Colombia,Amacayacu,704,fg_704,http://fieldguides.fieldmuseum.org/guides/guide/704,Amphibians and Reptiles of Amacayacu National Park,Anfibios y Reptiles del Parque Nacional Amacayacu,135,905cf794-32c5-485c-96f5-b4d2954e5faf
Colombia,Amacayacu,427,fg_427,http://fieldguides.fieldmuseum.org/guides/guide/427,Reptiles of Tanimboca,Reptiles de la Reserva Natural Tanimboca,135,905cf794-32c5-485c-96f5-b4d2954e5faf
Colombia,Chicaque,683,fg_683,http://fieldguides.fieldmuseum.org/guides/guide/683,Birds of Chicaque Natural Park,Aves del Parque Natural Chicaque,555555938,78ac94dc-0024-41bc-9897-0d2c96c9bc0d
Colombia,Gorgona,437,fg_437,http://fieldguides.fieldmuseum.org/guides/guide/437,Lichens of Gorgona Island,Líquenes de la Isla de Gorgona,10754,dd9816aa-458c-4e59-bce6-23a2005fa854
Colombia,Los Farallones de Cali,973,fg_973,http://fieldguides.fieldmuseum.org/guides/guide/973,Ericaceae and Gesneriaceae of Farallones de Cali National Park,Ericáceas y Gesneriáceas del Parque Nacional Farallones de Cali,138,6c85db39-258d-4659-9048-2fe05285f298
Colombia,Los Farallones de Cali,922,fg_922,http://fieldguides.fieldmuseum.org/guides/guide/922,Gesneriaceae of the Rio Anchicayá Basin,Gesneriaceae del Río Anchicayá,138,6c85db39-258d-4659-9048-2fe05285f298
Colombia,Los Farallones de Cali,577,fg_577,http://fieldguides.fieldmuseum.org/guides/guide/577,Melastomataceae of Farrallones de Cali,Melastomataceae de Farrallones de Cali,138,6c85db39-258d-4659-9048-2fe05285f298
Colombia,Rio Pure,249,fg_249,http://fieldguides.fieldmuseum.org/guides/guide/249,Butterflies of Amazonia (Hesperiidae),Mariposas: Hesperiidae de la Amazonía,303547,56265c2a-7c1a-4c88-b038-4ebf89d9e49d
Colombia,Rio Pure,225,fg_225,http://fieldguides.fieldmuseum.org/guides/guide/225,Butterflies of Amazonia (Lycaenidae),Mariposas: Lycaenidae de la Amazonía,303547,56265c2a-7c1a-4c88-b038-4ebf89d9e49d
Colombia,Rio Pure,206,fg_206,http://fieldguides.fieldmuseum.org/guides/guide/206,"Butterflies of Amazonia (Nymphalidae, Biblidinae)",Mariposas: Nymphalidae: Biblidinae de la Amazonía,303547,56265c2a-7c1a-4c88-b038-4ebf89d9e49d
Colombia,Rio Pure,201,fg_201,http://fieldguides.fieldmuseum.org/guides/guide/201,"Butterflies of Amazonia (Nymphalidae, Brassolinae, Morphinae)",Mariposas: Nymphalidae: Brassolinae y Morphinae  de la Amazonía,303547,56265c2a-7c1a-4c88-b038-4ebf89d9e49d
Colombia,Rio Pure,223,fg_223,http://fieldguides.fieldmuseum.org/guides/guide/223,"Butterflies of Amazonia (Nymphalidae, Heliconinae, Ithomiinae)",Mariposas: Nymphalidae: Heliconinae e Ithomiinae de la Amazonía,303547,56265c2a-7c1a-4c88-b038-4ebf89d9e49d
Colombia,Rio Pure,207,fg_207,http://fieldguides.fieldmuseum.org/guides/guide/207,"Butterflies of Amazonia (Nymphalidae, Limenitidinae, Charaxinae)",Mariposas: Nymphalidae: Limenitidinae y Charaxinae de la Amazonía,303547,56265c2a-7c1a-4c88-b038-4ebf89d9e49d
Colombia,Rio Pure,208,fg_208,http://fieldguides.fieldmuseum.org/guides/guide/208,"Butterflies of Amazonia (Nymphalidae, Nymphalinae, Apaturinae, Danainae)","Mariposas: Nymphalidae: Nymphalinae, Apaturinae, Danainae de la Amazonía",303547,56265c2a-7c1a-4c88-b038-4ebf89d9e49d
Colombia,Rio Pure,250,fg_250,http://fieldguides.fieldmuseum.org/guides/guide/250,"Butterflies of Amazonia (Nymphalidae, Satyrinae)",Mariposas: Nymphalidae: Satyrinae de la Amazonía,303547,56265c2a-7c1a-4c88-b038-4ebf89d9e49d
Colombia,Rio Pure,190,fg_190,http://fieldguides.fieldmuseum.org/guides/guide/190,Butterflies of Amazonia (Papilionidae),Mariposas: Papilionidae de la Amazonía,303547,56265c2a-7c1a-4c88-b038-4ebf89d9e49d
Colombia,Rio Pure,202,fg_202,http://fieldguides.fieldmuseum.org/guides/guide/202,Butterflies of Amazonia (Pieridae),Mariposas: Pieridae de la Amazonía,303547,56265c2a-7c1a-4c88-b038-4ebf89d9e49d
Colombia,Rio Pure,224,fg_224,http://fieldguides.fieldmuseum.org/guides/guide/224,Butterflies of Amazonia (Riodinidae),Mariposas: Riodinidae de la Amazonía,303547,56265c2a-7c1a-4c88-b038-4ebf89d9e49d
Colombia,Yaigoje  Apaporis,249,fg_249,http://fieldguides.fieldmuseum.org/guides/guide/249,Butterflies of Amazonia (Hesperiidae),Mariposas: Hesperiidae de la Amazonía,555511936,4e4d7f7d-58d3-47f2-8603-3b28a7945b3b
Colombia,Yaigoje  Apaporis,225,fg_225,http://fieldguides.fieldmuseum.org/guides/guide/225,Butterflies of Amazonia (Lycaenidae),Mariposas: Lycaenidae de la Amazonía,555511936,4e4d7f7d-58d3-47f2-8603-3b28a7945b3b
Colombia,Yaigoje  Apaporis,206,fg_206,http://fieldguides.fieldmuseum.org/guides/guide/206,"Butterflies of Amazonia (Nymphalidae, Biblidinae)",Mariposas: Nymphalidae: Biblidinae de la Amazonía,555511936,4e4d7f7d-58d3-47f2-8603-3b28a7945b3b
Colombia,Yaigoje  Apaporis,201,fg_201,http://fieldguides.fieldmuseum.org/guides/guide/201,"Butterflies of Amazonia (Nymphalidae, Brassolinae, Morphinae)",Mariposas: Nymphalidae: Brassolinae y Morphinae  de la Amazonía,555511936,4e4d7f7d-58d3-47f2-8603-3b28a7945b3b
Colombia,Yaigoje  Apaporis,223,fg_223,http://fieldguides.fieldmuseum.org/guides/guide/223,"Butterflies of Amazonia (Nymphalidae, Heliconinae, Ithomiinae)",Mariposas: Nymphalidae: Heliconinae e Ithomiinae de la Amazonía,555511936,4e4d7f7d-58d3-47f2-8603-3b28a7945b3b
Colombia,Yaigoje  Apaporis,207,fg_207,http://fieldguides.fieldmuseum.org/guides/guide/207,"Butterflies of Amazonia (Nymphalidae, Limenitidinae, Charaxinae)",Mariposas: Nymphalidae: Limenitidinae y Charaxinae de la Amazonía,555511936,4e4d7f7d-58d3-47f2-8603-3b28a7945b3b
Colombia,Yaigoje  Apaporis,208,fg_208,http://fieldguides.fieldmuseum.org/guides/guide/208,"Butterflies of Amazonia (Nymphalidae, Nymphalinae, Apaturinae, Danainae)","Mariposas: Nymphalidae: Nymphalinae, Apaturinae, Danainae de la Amazonía",555511936,4e4d7f7d-58d3-47f2-8603-3b28a7945b3b
Colombia,Yaigoje  Apaporis,250,fg_250,http://fieldguides.fieldmuseum.org/guides/guide/250,"Butterflies of Amazonia (Nymphalidae, Satyrinae)",Mariposas: Nymphalidae: Satyrinae de la Amazonía,555511936,4e4d7f7d-58d3-47f2-8603-3b28a7945b3b
Colombia,Yaigoje  Apaporis,190,fg_190,http://fieldguides.fieldmuseum.org/guides/guide/190,Butterflies of Amazonia (Papilionidae),Mariposas: Papilionidae de la Amazonía,555511936,4e4d7f7d-58d3-47f2-8603-3b28a7945b3b
Colombia,Yaigoje  Apaporis,202,fg_202,http://fieldguides.fieldmuseum.org/guides/guide/202,Butterflies of Amazonia (Pieridae),Mariposas: Pieridae de la Amazonía,555511936,4e4d7f7d-58d3-47f2-8603-3b28a7945b3b
Colombia,Yaigoje  Apaporis,224,fg_224,http://fieldguides.fieldmuseum.org/guides/guide/224,Butterflies of Amazonia (Riodinidae),Mariposas: Riodinidae de la Amazonía,555511936,4e4d7f7d-58d3-47f2-8603-3b28a7945b3b
Ecuador,Antisana,64,fg_64,http://fieldguides.fieldmuseum.org/guides/guide/64,Conspicuous Plants of Papallacta,Plantas Llamativas del Área de Papallacta,81073,a06d3e3a-847d-479c-872b-2fbfcb62644e
Ecuador,Arenillas,797,fg_797,http://fieldguides.fieldmuseum.org/guides/guide/797,Amphibians of Reserva Ecológica Arenillas,Anfibios de la Reserva Ecológica Arenillas,555592943,791f37ae-4a56-4d37-aa52-194de7295251
Ecuador,Arenillas,366,fg_366,http://fieldguides.fieldmuseum.org/guides/guide/366,Birds of Reserva Arenillas,Aves de la Reserva Ecológica Arenillas,555592943,791f37ae-4a56-4d37-aa52-194de7295251
Ecuador,Arenillas,403,fg_403,http://fieldguides.fieldmuseum.org/guides/guide/403,Mammals of Southern Ecuador,Mamíferos del Sur de Ecuador,555592943,791f37ae-4a56-4d37-aa52-194de7295251
Ecuador,Cayambe Coca,64,fg_64,http://fieldguides.fieldmuseum.org/guides/guide/64,Conspicuous Plants of Papallacta,Plantas Llamativas del Área de Papallacta,183,ffc1cc77-c53c-4b2b-92f4-e0ebdd898d7d
Ecuador,Cayambe Coca,822,fg_822,http://fieldguides.fieldmuseum.org/guides/guide/822,Mammals of Cayambe Coca National Park,Mamíferos del Parque Nacional Cayambe Coca,183,ffc1cc77-c53c-4b2b-92f4-e0ebdd898d7d
Ecuador,Cayambe Coca,681,fg_681,http://fieldguides.fieldmuseum.org/guides/guide/681,Mammals of Cuyuja and Río Cedro,Mamíferos de Cuyuja y Río Cedro,183,ffc1cc77-c53c-4b2b-92f4-e0ebdd898d7d
Ecuador,Cayambe Coca,680,fg_680,http://fieldguides.fieldmuseum.org/guides/guide/680,Mammals of Oyacachiy and Ccottupoe,Mamíferos del Oyacachiy y Ccottupoe,183,ffc1cc77-c53c-4b2b-92f4-e0ebdd898d7d
Ecuador,Cayambe Coca,823,fg_823,http://fieldguides.fieldmuseum.org/guides/guide/823,Mammals of the Tropi-Andino Conservation Corridor (Sucumbíos),Mamíferos del Corredor de Conectividad Tropi-Andino (Sucumbíos),183,ffc1cc77-c53c-4b2b-92f4-e0ebdd898d7d
Ecuador,Cayambe Coca,579,fg_579,http://fieldguides.fieldmuseum.org/guides/guide/579,Vertebrates of Cayambe-Coca Park,Vertebrados del Parque Cayambe-Coca,183,ffc1cc77-c53c-4b2b-92f4-e0ebdd898d7d
Ecuador,Chimborazo,968,fg_968,http://fieldguides.fieldmuseum.org/guides/guide/968,Plants of Cerro Teligote,Plantas del Cerro Teligote,32717,638bb365-10d2-433e-b406-9d6ff307e9d2
Ecuador,Cofán Bermejo,111,fg_111,http://fieldguides.fieldmuseum.org/guides/guide/111,"Climbers, Herbs, and Epiphytes of the Serranías Cofán","Trepadoras, Hierbas y Epífitas de las Serranías Cofan",555592962,00fe1bd5-4697-4f28-9b64-fce6ba3c08cc
Ecuador,Cofán Bermejo,109,fg_109,http://fieldguides.fieldmuseum.org/guides/guide/109,Palms of the Serranías Cofán,Palmas de las Serranías Cofan,555592962,00fe1bd5-4697-4f28-9b64-fce6ba3c08cc
Ecuador,Cofán Bermejo,89,fg_89,http://fieldguides.fieldmuseum.org/guides/guide/89,Rare Plants of the Serranías Cofán,Plantas Raras de las Serranías Cofan,555592962,00fe1bd5-4697-4f28-9b64-fce6ba3c08cc
Ecuador,Cofán Bermejo,110,fg_110,http://fieldguides.fieldmuseum.org/guides/guide/110,Trees and Shrubs of the Serranías Cofán,Árboles y Arbustos de las Serranías Cofan,555592962,00fe1bd5-4697-4f28-9b64-fce6ba3c08cc
Ecuador,Colonso Chalupas,679,fg_679,http://fieldguides.fieldmuseum.org/guides/guide/679,Birds of the Bosque Protector Colonso,Aves del Bosque Protector Colonso,555593903,81ca18d1-7e48-41e0-830b-87814faa8043
Ecuador,Cotacachi Cayapas,914,fg_914,http://fieldguides.fieldmuseum.org/guides/guide/914,Common Plants of Cuicocha Lagoon,Plantas de la Laguna Cuicocha,184,7e3f7cb0-f7f5-4a40-9a18-6b0e0ece32df
Ecuador,Cotacachi Cayapas,826,fg_826,http://fieldguides.fieldmuseum.org/guides/guide/826,Mammals of Cotacachi-Cayapas Ecological Reserve,Mamíferos de la Reserva Ecológica Cotacachi-Cayapas,184,7e3f7cb0-f7f5-4a40-9a18-6b0e0ece32df
Ecuador,Cotacachi Cayapas,657,fg_657,http://fieldguides.fieldmuseum.org/guides/guide/657,"Plants of Cotacachi-Cayapas, Laguna Cuicocha",Plantas Comunes de la Laguna de Cuicocha,184,7e3f7cb0-f7f5-4a40-9a18-6b0e0ece32df
Ecuador,Cotopaxi,67,fg_67,http://fieldguides.fieldmuseum.org/guides/guide/67,Conspicuous Plants of Volcán Cotopaxi,Plantas Llamativas del Parque Cotopaxi,190,049074f1-88ea-44f9-b379-557acc4ef817
Ecuador,Cuyabeno,581,fg_581,http://fieldguides.fieldmuseum.org/guides/guide/581,"Birds, Mammals, and Reptiles of Orellana Subject to Trafficking","Aves, Mamíferos y Reptiles Sujetos al Tráfico Ilegal en Orellana",2499,e4bfe83c-f0d6-4c39-b1f3-4ef1ac9de55d
Ecuador,Cuyabeno,4,fg_4,http://fieldguides.fieldmuseum.org/guides/guide/4,Cofán Handicrafts of Zábalo,Artesanías de Zábalo de los Cofan,2499,e4bfe83c-f0d6-4c39-b1f3-4ef1ac9de55d
Ecuador,Cuyabeno,3,fg_3,http://fieldguides.fieldmuseum.org/guides/guide/3,Conspicuous Plants of Zábalo,Plantas Llamativas de Zábalo de los Cofan,2499,e4bfe83c-f0d6-4c39-b1f3-4ef1ac9de55d
Ecuador,Cuyabeno,5,fg_5,http://fieldguides.fieldmuseum.org/guides/guide/5,Palms of Zábalo,Palmas de Zábalo de los Cofan,2499,e4bfe83c-f0d6-4c39-b1f3-4ef1ac9de55d
Ecuador,Cuyabeno,52,fg_52,http://fieldguides.fieldmuseum.org/guides/guide/52,Useful Plants of Zábalo,Plantas Útiles de Zábalo de los Cofan,2499,e4bfe83c-f0d6-4c39-b1f3-4ef1ac9de55d
Ecuador,El Ángel,70,fg_70,http://fieldguides.fieldmuseum.org/guides/guide/70,Conspicuous Plants of Reserva El Angel,Plantas Llamativas de la Reserva de El Ángel,67623,1f15e9af-6180-43bd-8cae-8f7dc26c4f10
Ecuador,El Ángel,573,fg_573,http://fieldguides.fieldmuseum.org/guides/guide/573,Small Mammals of Reserva El Ángel,Pequeños Mamíferos de la Reserva El Ángel,67623,1f15e9af-6180-43bd-8cae-8f7dc26c4f10
Ecuador,El Pambilar,848,fg_848,http://fieldguides.fieldmuseum.org/guides/guide/848,Mammals of El Pambilar Wildlife Refuge,Mamíferos del Refúgio El Pambilar,555592948,a1ad64f3-16c9-410e-9ffc-8dffe9513317
Ecuador,El Zarza,403,fg_403,http://fieldguides.fieldmuseum.org/guides/guide/403,Mammals of Southern Ecuador,Mamíferos del Sur de Ecuador,555592956,199d12d6-ba20-4a0b-ae90-e2e89f1f2bcc
Ecuador,Isla Santay,913,fg_913,http://fieldguides.fieldmuseum.org/guides/guide/913,Amphibians of Santay Island,Anfibios de la Isla Santay,555592949,371e10d2-9d94-4786-b871-50544e0e1886
Ecuador,Llanganates,634,fg_634,http://fieldguides.fieldmuseum.org/guides/guide/634,Common Orthoptera of Pastaza,Orthoptera Comunes de Pastaza,97512,4ed33eca-5ce4-4620-b4ac-e7f1a71d027b
Ecuador,Llanganates,690,fg_690,http://fieldguides.fieldmuseum.org/guides/guide/690,Gesneriaceae of the Río Anzu Reserve,Gesneriaceae de la Reserva Río Anzu,97512,4ed33eca-5ce4-4620-b4ac-e7f1a71d027b
Ecuador,Llanganates,879,fg_879,http://fieldguides.fieldmuseum.org/guides/guide/879,Herpetofauna of the Fatima Agroecological Scientific Station,Herpetofauna de la Estación Científica Agroecológica Fátima,97512,4ed33eca-5ce4-4620-b4ac-e7f1a71d027b
Ecuador,Llanganates,968,fg_968,http://fieldguides.fieldmuseum.org/guides/guide/968,Plants of Cerro Teligote,Plantas del Cerro Teligote,97512,4ed33eca-5ce4-4620-b4ac-e7f1a71d027b
Ecuador,Machalilla,788,fg_788,http://fieldguides.fieldmuseum.org/guides/guide/788,Mammals of Machalilla National Park,Mamíferos del Parque Nacional Machalilla,189,3588c68f-9d3e-47be-8389-626623472729
Ecuador,Mache Chindul,692,fg_692,http://fieldguides.fieldmuseum.org/guides/guide/692,Gesneriaceae of the Mache-Chindul Ecological Reserve,Gesneriaceae de la Reserva Ecológica Mache-Chindul,129915,a02c9a83-8055-4a2a-b9ed-eb111fbcbf43
Ecuador,Mache Chindul,816,fg_816,http://fieldguides.fieldmuseum.org/guides/guide/816,Mammals of Mache-Chindul Ecological Reserve,Mamíferos de la Reserva Ecológica Mache-Chindul,129915,a02c9a83-8055-4a2a-b9ed-eb111fbcbf43
Ecuador,Manglares Churute,125,fg_125,http://fieldguides.fieldmuseum.org/guides/guide/125,Common Plants of the Churute Mangroves,Plantas Comunes de la Reserva de Churute,2238,4a8ac036-631b-4092-9c5b-78c8ac544521
Ecuador,Pacoche,789,fg_789,http://fieldguides.fieldmuseum.org/guides/guide/789,Mammals of Pacoche Wildlife Refuge,Mamíferos del Refugio Silvestre y Marino Pacoche,555592952,11804ae5-47cc-4abb-bf54-f649d445298e
Ecuador,Pasochoa,65,fg_65,http://fieldguides.fieldmuseum.org/guides/guide/65,Conspicuous Plants of Refugio Pasochoa,Plantas Llamativas del Refugio Pasochoa,166798,59b5a610-740c-41ad-affb-ef4653f1cc54
Ecuador,Pasochoa,66,fg_66,http://fieldguides.fieldmuseum.org/guides/guide/66,More Plants of Refugio Pasochoa,Más Plantas del Refugio Pasochoa,166798,59b5a610-740c-41ad-affb-ef4653f1cc54
Ecuador,Podocarpus,983,fg_983,http://fieldguides.fieldmuseum.org/guides/guide/983,Amphibians and Reptiles of the Quimi River,Anfibios y Reptiles del Valle del Río Quimi,7912,573dc859-4ff0-4a14-9ab6-231daa7da166
Ecuador,Podocarpus,629,fg_629,http://fieldguides.fieldmuseum.org/guides/guide/629,Araceae of Estación San Francisco,Araceae de la Estación San Francisco,7912,573dc859-4ff0-4a14-9ab6-231daa7da166
Ecuador,Podocarpus,585,fg_585,http://fieldguides.fieldmuseum.org/guides/guide/585,Butterflies of Copalinga Ecolodge,Mariposas de Copalinga,7912,573dc859-4ff0-4a14-9ab6-231daa7da166
Ecuador,Podocarpus,68,fg_68,http://fieldguides.fieldmuseum.org/guides/guide/68,"Conspicuous Plants of Cajanuma, Podocarpus","Plantas Llamativas de Cajanuma, Parque Podocarpus",7912,573dc859-4ff0-4a14-9ab6-231daa7da166
Ecuador,Podocarpus,69,fg_69,http://fieldguides.fieldmuseum.org/guides/guide/69,"Conspicuous Plants of the San Francisco River, Podocarpus National Park","Plantas Llamativas del Río San Francisco, Parque Podocarpus",7912,573dc859-4ff0-4a14-9ab6-231daa7da166
Ecuador,Podocarpus,440,fg_440,http://fieldguides.fieldmuseum.org/guides/guide/440,Epiphytic Ferns and Allies of Podocarpus Biosphere Reserve,Helechos Epífitos y Aliados de la Reserva de la Biósfera Podocarpus,7912,573dc859-4ff0-4a14-9ab6-231daa7da166
Ecuador,Podocarpus,630,fg_630,http://fieldguides.fieldmuseum.org/guides/guide/630,Ericaceae of Estación San Francisco,Ericaceae de la Estación San Francisco,7912,573dc859-4ff0-4a14-9ab6-231daa7da166
Ecuador,Podocarpus,691,fg_691,http://fieldguides.fieldmuseum.org/guides/guide/691,Gesneriaceae of the Tapichalaca Biological Reserve,Gesneriaceae de la Reserva Biológica Tapichalaca,7912,573dc859-4ff0-4a14-9ab6-231daa7da166
Ecuador,Podocarpus,920,fg_920,http://fieldguides.fieldmuseum.org/guides/guide/920,Lepidoptera of the Santa Gertrudis farm and its Conservation Area,Lepidópteros de la Finca Santa Gertrudis y su Área de Conservación,7912,573dc859-4ff0-4a14-9ab6-231daa7da166
Ecuador,Podocarpus,403,fg_403,http://fieldguides.fieldmuseum.org/guides/guide/403,Mammals of Southern Ecuador,Mamíferos del Sur de Ecuador,7912,573dc859-4ff0-4a14-9ab6-231daa7da166
Ecuador,Podocarpus,158,fg_158,http://fieldguides.fieldmuseum.org/guides/guide/158,Montane Landslides and Pioneer Flora of Podocarpus National Park,Flora Pionera del Parque Podocarpus,7912,573dc859-4ff0-4a14-9ab6-231daa7da166
Ecuador,Pululahua,856,fg_856,http://fieldguides.fieldmuseum.org/guides/guide/856,Common Flowers of Pululahua,Flores Comunes de la Reserva Geobotánica Pululahua,168274,140ebba9-1874-46eb-8181-928f7294e117
Ecuador,Pululahua,126,fg_126,http://fieldguides.fieldmuseum.org/guides/guide/126,Common Plants of Pululahua,Plantas Comunes de Pululahua,168274,140ebba9-1874-46eb-8181-928f7294e117
Ecuador,Pululahua,7,fg_7,http://fieldguides.fieldmuseum.org/guides/guide/7,Conspicuous Plants of Maquipucuna,Plantas Llamativas de Maquipucuna,168274,140ebba9-1874-46eb-8181-928f7294e117
Ecuador,Pululahua,72,fg_72,http://fieldguides.fieldmuseum.org/guides/guide/72,More Plants of Maquipucuna,Más Plantas de Maquipucuna,168274,140ebba9-1874-46eb-8181-928f7294e117
Ecuador,Pululahua,166,fg_166,http://fieldguides.fieldmuseum.org/guides/guide/166,Orchids of Maquipucuna,Orquídeas de Maquipucuna,168274,140ebba9-1874-46eb-8181-928f7294e117
Ecuador,Sangay,502,fg_502,http://fieldguides.fieldmuseum.org/guides/guide/502,Amphibians y Reptiles of Sangay National Park,Anfibios y Reptiles del Parque Sangay,188,3fff2884-9167-40af-abc7-5c0cd26bdc81
Ecuador,Sangay,690,fg_690,http://fieldguides.fieldmuseum.org/guides/guide/690,Gesneriaceae of the Río Anzu Reserve,Gesneriaceae de la Reserva Río Anzu,188,3fff2884-9167-40af-abc7-5c0cd26bdc81
Ecuador,Sangay,879,fg_879,http://fieldguides.fieldmuseum.org/guides/guide/879,Herpetofauna of the Fatima Agroecological Scientific Station,Herpetofauna de la Estación Científica Agroecológica Fátima,188,3fff2884-9167-40af-abc7-5c0cd26bdc81
Ecuador,Sangay,968,fg_968,http://fieldguides.fieldmuseum.org/guides/guide/968,Plants of Cerro Teligote,Plantas del Cerro Teligote,188,3fff2884-9167-40af-abc7-5c0cd26bdc81
Ecuador,Sumaco Napo-Galeras,581,fg_581,http://fieldguides.fieldmuseum.org/guides/guide/581,"Birds, Mammals, and Reptiles of Orellana Subject to Trafficking","Aves, Mamíferos y Reptiles Sujetos al Tráfico Ilegal en Orellana",81072,c506742a-0b0f-4a3f-86fd-ea8a48c68232
Ecuador,Sumaco Napo-Galeras,823,fg_823,http://fieldguides.fieldmuseum.org/guides/guide/823,Mammals of the Tropi-Andino Conservation Corridor (Sucumbíos),Mamíferos del Corredor de Conectividad Tropi-Andino (Sucumbíos),81072,c506742a-0b0f-4a3f-86fd-ea8a48c68232
Ecuador,Sumaco Napo-Galeras,535,fg_535,http://fieldguides.fieldmuseum.org/guides/guide/535,Plants of Volcán Sumaco,Plantas del Volcán Sumaco,81072,c506742a-0b0f-4a3f-86fd-ea8a48c68232
Ecuador,Yacuri,403,fg_403,http://fieldguides.fieldmuseum.org/guides/guide/403,Mammals of Southern Ecuador,Mamíferos del Sur de Ecuador,555592950,c34ef029-5042-4d4e-89ef-9ef6a63304a3
