country,wdpa_name,guide_number,id,url,title_en,title_es,wdpa_id,region_id
Peru,Güeppí-Sekime,508,fg_508,http://fieldguides.fieldmuseum.org/guides/guide/508,Medicinal Plants of Ere-Campuya,Plantas Medicinales de Ere-Campuya,555555616,dc1b515e-4d80-4786-95ef-4b350a008adb
Peru,Güeppí-Sekime,504,fg_504,http://fieldguides.fieldmuseum.org/guides/guide/504,"Plants of the Ere, Campuya and Algodón Rivers","Plantas de los Ríos Ere, Campuya y Algodón",555555616,dc1b515e-4d80-4786-95ef-4b350a008adb
Peru,Huascarán,750,fg_750,http://fieldguides.fieldmuseum.org/guides/guide/750,Plants of the Cordillera Blanca,Plantas de la Cordillera Blanca,258,615ad39a-ba70-4973-b0dd-bd763fa208bf
Peru,Huimeki,262,fg_262,http://fieldguides.fieldmuseum.org/guides/guide/262,Amphibians and Reptiles of Loreto,Anfibios y Reptiles de Loreto,555555617,fce8dc39-b7c1-4af9-8502-fa897121821f
Peru,Huimeki,583,fg_583,http://fieldguides.fieldmuseum.org/guides/guide/583,"Fishes of the Ere, Campuya, and Algodón Rivers","Peces de los Ríos Ere, Campuya y Algodón",555555617,fce8dc39-b7c1-4af9-8502-fa897121821f
Peru,Huimeki,508,fg_508,http://fieldguides.fieldmuseum.org/guides/guide/508,Medicinal Plants of Ere-Campuya,Plantas Medicinales de Ere-Campuya,555555617,fce8dc39-b7c1-4af9-8502-fa897121821f
Peru,Huimeki,504,fg_504,http://fieldguides.fieldmuseum.org/guides/guide/504,"Plants of the Ere, Campuya and Algodón Rivers","Plantas de los Ríos Ere, Campuya y Algodón",555555617,fce8dc39-b7c1-4af9-8502-fa897121821f
Peru,Imiria,359,fg_359,http://fieldguides.fieldmuseum.org/guides/guide/359,Common and Useful Woody Species of Ucayali,Árboles y Arbustos Útiles y Comunes de la Región Ucayali,555555623,7e6506d3-48d7-4a7b-8b6e-be8be8a50dad
Peru,Imiria,820,fg_820,http://fieldguides.fieldmuseum.org/guides/guide/820,Useful Palms of Ucayali,Palmeras Útiles,555555623,7e6506d3-48d7-4a7b-8b6e-be8be8a50dad
Peru,"Isla Ballestas Norte, Centro y Sur",175,fg_175,http://fieldguides.fieldmuseum.org/guides/guide/175,Birds of Islas Ballestas Birds and Lizards of Paracas,"Aves de las Islas Ballestas, Lagartijas de Paracas",555544091,33fbbcf5-0155-4842-b807-0d449bf7e5f9
Peru,Machupicchu,98,fg_98,http://fieldguides.fieldmuseum.org/guides/guide/98,Conspicuous Plants of Machu Picchu,Plantas Llamativas de Machu Picchu,262,28185dc9-85cb-4c0c-951f-06f8c9a6d39f
Peru,Machupicchu,685,fg_685,http://fieldguides.fieldmuseum.org/guides/guide/685,"Epidendrum (Orchidaceae) of Cusco, Madre de Dios, and Puno","Epidendrum (Orchidaceae) de Cusco, Madre de Dios y Puno",262,28185dc9-85cb-4c0c-951f-06f8c9a6d39f
Peru,Machupicchu,238,fg_238,http://fieldguides.fieldmuseum.org/guides/guide/238,Ericaceae of Machu Picchu,Ericaceae de Machu Picchu,262,28185dc9-85cb-4c0c-951f-06f8c9a6d39f
Peru,Machupicchu,181,fg_181,http://fieldguides.fieldmuseum.org/guides/guide/181,Orchids of Machu Picchu,Orquídeas de Machu Picchu,262,28185dc9-85cb-4c0c-951f-06f8c9a6d39f
Peru,Maijuna Kichwa,262,fg_262,http://fieldguides.fieldmuseum.org/guides/guide/262,Amphibians and Reptiles of Loreto,Anfibios y Reptiles de Loreto,555623630,61e0aea9-9549-499b-88a6-f7de6916c697
Peru,Maijuna Kichwa,751,fg_751,http://fieldguides.fieldmuseum.org/guides/guide/751,Amphibians and Reptiles of the Algodón River,Anfibios y Reptiles del Río Algodón,555623630,61e0aea9-9549-499b-88a6-f7de6916c697
Peru,Maijuna Kichwa,862,fg_862,http://fieldguides.fieldmuseum.org/guides/guide/862,Common Plants of the Putumayo-Algodón,Plantas Comunes del Medio Putumayo-Algodón,555623630,61e0aea9-9549-499b-88a6-f7de6916c697
Peru,Maijuna Kichwa,583,fg_583,http://fieldguides.fieldmuseum.org/guides/guide/583,"Fishes of the Ere, Campuya, and Algodón Rivers","Peces de los Ríos Ere, Campuya y Algodón",555623630,61e0aea9-9549-499b-88a6-f7de6916c697
Peru,Maijuna Kichwa,508,fg_508,http://fieldguides.fieldmuseum.org/guides/guide/508,Medicinal Plants of Ere-Campuya,Plantas Medicinales de Ere-Campuya,555623630,61e0aea9-9549-499b-88a6-f7de6916c697
Peru,Maijuna Kichwa,504,fg_504,http://fieldguides.fieldmuseum.org/guides/guide/504,"Plants of the Ere, Campuya and Algodón Rivers","Plantas de los Ríos Ere, Campuya y Algodón",555623630,61e0aea9-9549-499b-88a6-f7de6916c697
Peru,Manu,461,fg_461,http://fieldguides.fieldmuseum.org/guides/guide/461,"Amphibians of Acjanaco, Wayqecha, Pillahuata","Anfibios de Acjanaco, Wayqecha, Pillahuata",257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,740,fg_740,http://fieldguides.fieldmuseum.org/guides/guide/740,Amphibians of Cocha Cashu Biological Station,Anfibios de la Estación Biológica Cocha Cashu,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,236,fg_236,http://fieldguides.fieldmuseum.org/guides/guide/236,Amphibians of Manu and Tambopata,Anfibios de Madre de Dios,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,645,fg_645,http://fieldguides.fieldmuseum.org/guides/guide/645,Amphibians of Manu Learning Centre,Anfibios de Manu Learning Centre,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,256,fg_256,http://fieldguides.fieldmuseum.org/guides/guide/256,Ant Birds of Peru and Bolivia,Pájaros Hormigueros del Perú y Bolivia,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,514,fg_514,http://fieldguides.fieldmuseum.org/guides/guide/514,Avian Nesting along an Altitudinal Gradient in Manu National Park,"Anidación de Aves en una Gradiente Altitudinal, Parque Nacional Manu",257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,886,fg_886,http://fieldguides.fieldmuseum.org/guides/guide/886,Bats of Cocha Cashu Biological Station,Murciélagos de la Estación Biológica Cocha Cashu,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,100,fg_100,http://fieldguides.fieldmuseum.org/guides/guide/100,"Conspicuous Plants of Acjanaco, Cosñipata","Plantas Llamativas de Acjanaco, Cosñipata",257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,102,fg_102,http://fieldguides.fieldmuseum.org/guides/guide/102,"Conspicuous Plants of Pillahuata, Cosñipata","Plantas Llamativas de Pillahuata, Cosñipata",257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,104,fg_104,http://fieldguides.fieldmuseum.org/guides/guide/104,"Conspicuous Plants of San Pedro, Cosñipata","Plantas Llamativas de San Pedro, Cosñipata",257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,413,fg_413,http://fieldguides.fieldmuseum.org/guides/guide/413,Dung Beetles of Cocha Cashu Biological Station,Escarabajos Coprófagos de Cocha Cashu,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,685,fg_685,http://fieldguides.fieldmuseum.org/guides/guide/685,"Epidendrum (Orchidaceae) of Cusco, Madre de Dios, and Puno","Epidendrum (Orchidaceae) de Cusco, Madre de Dios y Puno",257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,205,fg_205,http://fieldguides.fieldmuseum.org/guides/guide/205,Fish of Cocha Cashu,Peces de Cocha Cashu,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,759,fg_759,http://fieldguides.fieldmuseum.org/guides/guide/759,Foods Eaten by Woolly Monkeys in Madre de Dios,Plantas Consumidas por los Monos Choro (Lagothrix cana) en Madre de Dios,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,241,fg_241,http://fieldguides.fieldmuseum.org/guides/guide/241,Fruits of Cocha Cashu,Frutos de Cocha Cashu,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,525,fg_525,http://fieldguides.fieldmuseum.org/guides/guide/525,Fungi of Cocha Cashu,Hongos de Cocha Cashu,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,580,fg_580,http://fieldguides.fieldmuseum.org/guides/guide/580,Herpetofauna of Manu Wildlife Center,Herpetofauna de Manu Wildlife Center,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,230,fg_230,http://fieldguides.fieldmuseum.org/guides/guide/230,Hummingbirds of Madre de Dios,Colibríes de Madre de Dios,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,231,fg_231,http://fieldguides.fieldmuseum.org/guides/guide/231,Large Mammals of Loreto,Mamíferos Grandes de Madre de Dios,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,101,fg_101,http://fieldguides.fieldmuseum.org/guides/guide/101,"More Plants of Acjanaco, Cosñipata","Más Plantas de Acjanaco, Cosñipata",257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,103,fg_103,http://fieldguides.fieldmuseum.org/guides/guide/103,"More Plants of Pillahuata, Cosñipata","Más Plantas de Pillahuata, Cosñipata",257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,105,fg_105,http://fieldguides.fieldmuseum.org/guides/guide/105,"More Plants of San Pedro, Cosñipata","Más Plantas de San Pedro, Cosñipata",257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,194,fg_194,http://fieldguides.fieldmuseum.org/guides/guide/194,Reptiles of Madre de Dios,Reptiles de Madre de Dios,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,644,fg_644,http://fieldguides.fieldmuseum.org/guides/guide/644,Reptiles of Manu Learning Centre,Reptiles de Manu Learning Centre,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,243,fg_243,http://fieldguides.fieldmuseum.org/guides/guide/243,Seedlings of Cocha Cashu,Plántulas de Cocha Cashu,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,242,fg_242,http://fieldguides.fieldmuseum.org/guides/guide/242,Seeds of Cocha Cashu,Semillas de Cocha Cashu,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,182,fg_182,http://fieldguides.fieldmuseum.org/guides/guide/182,Tree Ferns of Cosñipata-Trocha Unión,"Helechos Arbóreos de la Trocha Unión, Cosñipata",257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Manu,280,fg_280,http://fieldguides.fieldmuseum.org/guides/guide/280,Vochysiaceae of Southeastern Peru,Vochysiaceae del Sureste del Perú,257,7b792815-b12a-40c7-b3bc-b36ed3f7b745
Peru,Matsés,245,fg_245,http://fieldguides.fieldmuseum.org/guides/guide/245,40 Common Trees of Jenaro Herrera,40 Árboles Comunes de Jenaro Herrera,555544085,052c77aa-f783-4703-bfcd-1b1f90efc111
Peru,Matsés,286,fg_286,http://fieldguides.fieldmuseum.org/guides/guide/286,Amphibians and Reptiles of Jenaro Herrera,Anfibios y Reptiles de Jenaro Herrera,555544085,052c77aa-f783-4703-bfcd-1b1f90efc111
Peru,Matsés,262,fg_262,http://fieldguides.fieldmuseum.org/guides/guide/262,Amphibians and Reptiles of Loreto,Anfibios y Reptiles de Loreto,555544085,052c77aa-f783-4703-bfcd-1b1f90efc111
Peru,Matsés,484,fg_484,http://fieldguides.fieldmuseum.org/guides/guide/484,Amphibians and Reptiles of the Tapiche-Blanco Region,Anfibios y Reptiles en el Interfluvio de los Ríos Tapiche y Blanco,555544085,052c77aa-f783-4703-bfcd-1b1f90efc111
Peru,Matsés,705,fg_705,http://fieldguides.fieldmuseum.org/guides/guide/705,Common Plants of the Tapiche and Blanco Rivers,Plantas Comunes del Interfluvio Tapiche-Blanco,555544085,052c77aa-f783-4703-bfcd-1b1f90efc111
Peru,Otishi,791,fg_791,http://fieldguides.fieldmuseum.org/guides/guide/791,Common Plants of the Lower Urubamba River,Plantas Comunes del Bosque Amazónico del Bajo Río Urubamba,303323,144a0602-2b19-477a-95d4-865c3c0f9f1a
Peru,Pacaya Samiria,262,fg_262,http://fieldguides.fieldmuseum.org/guides/guide/262,Amphibians and Reptiles of Loreto,Anfibios y Reptiles de Loreto,249,e23216f2-e8fc-47bf-a4b5-a5e56230b500
Peru,Pacaya Samiria,731,fg_731,http://fieldguides.fieldmuseum.org/guides/guide/731,Trees and Shrubs of Yurimaguas,Árboles y Arbustos Comunes de Yurimaguas,249,e23216f2-e8fc-47bf-a4b5-a5e56230b500
Peru,Pampa Galeras Barbara D´ Achille,405,fg_405,http://fieldguides.fieldmuseum.org/guides/guide/405,Plants of Laguna de Parinacochas,Plantas de la Laguna de Parinacochas y sus Alrededores,251,22ac8ea2-b79c-47e3-bec5-9720830a6617
Peru,Paracas,175,fg_175,http://fieldguides.fieldmuseum.org/guides/guide/175,Birds of Islas Ballestas Birds and Lizards of Paracas,"Aves de las Islas Ballestas, Lagartijas de Paracas",68137,bce2c4f6-90e9-4750-9e8a-fdf4d2f700cb
Peru,Pucacuro,262,fg_262,http://fieldguides.fieldmuseum.org/guides/guide/262,Amphibians and Reptiles of Loreto,Anfibios y Reptiles de Loreto,98228,02d64653-12af-429c-9a5f-5c358c6c9c11
Peru,San Matias San Carlos,359,fg_359,http://fieldguides.fieldmuseum.org/guides/guide/359,Common and Useful Woody Species of Ucayali,Árboles y Arbustos Útiles y Comunes de la Región Ucayali,20182,8edd84b3-4fe0-487d-b039-41fd070de0ae
Peru,San Matias San Carlos,96,fg_96,http://fieldguides.fieldmuseum.org/guides/guide/96,"Common Plants of Palcazu, Yanachaga","Plantas de la Cuenca del Palcazu, Yanachaga",20182,8edd84b3-4fe0-487d-b039-41fd070de0ae
Peru,San Matias San Carlos,820,fg_820,http://fieldguides.fieldmuseum.org/guides/guide/820,Useful Palms of Ucayali,Palmeras Útiles,20182,8edd84b3-4fe0-487d-b039-41fd070de0ae
Peru,Santiago Comaina,363,fg_363,http://fieldguides.fieldmuseum.org/guides/guide/363,Amphibians and Reptiles of Kampankis,Anfibios y Reptiles de Kampankis,168280,dd21026c-87f4-478c-82ea-03c93444e24d
Peru,Santiago Comaina,262,fg_262,http://fieldguides.fieldmuseum.org/guides/guide/262,Amphibians and Reptiles of Loreto,Anfibios y Reptiles de Loreto,168280,dd21026c-87f4-478c-82ea-03c93444e24d
Peru,Santiago Comaina,730,fg_730,http://fieldguides.fieldmuseum.org/guides/guide/730,Common Trees of the Northern Pipeline (Morona Sector) of Loreto,"Árboles Comunes del Oleoducto Norperuano, Sector Morona",168280,dd21026c-87f4-478c-82ea-03c93444e24d
Peru,Sierra del Divisor,262,fg_262,http://fieldguides.fieldmuseum.org/guides/guide/262,Amphibians and Reptiles of Loreto,Anfibios y Reptiles de Loreto,555544105,b9962364-de9a-4f23-bed0-76bcece09f43
Peru,Sierra del Divisor,484,fg_484,http://fieldguides.fieldmuseum.org/guides/guide/484,Amphibians and Reptiles of the Tapiche-Blanco Region,Anfibios y Reptiles en el Interfluvio de los Ríos Tapiche y Blanco,555544105,b9962364-de9a-4f23-bed0-76bcece09f43
Peru,Sierra del Divisor,359,fg_359,http://fieldguides.fieldmuseum.org/guides/guide/359,Common and Useful Woody Species of Ucayali,Árboles y Arbustos Útiles y Comunes de la Región Ucayali,555544105,b9962364-de9a-4f23-bed0-76bcece09f43
Peru,Sierra del Divisor,705,fg_705,http://fieldguides.fieldmuseum.org/guides/guide/705,Common Plants of the Tapiche and Blanco Rivers,Plantas Comunes del Interfluvio Tapiche-Blanco,555544105,b9962364-de9a-4f23-bed0-76bcece09f43
Peru,Sierra del Divisor,820,fg_820,http://fieldguides.fieldmuseum.org/guides/guide/820,Useful Palms of Ucayali,Palmeras Útiles,555544105,b9962364-de9a-4f23-bed0-76bcece09f43
Peru,Sub Cuenca del Cotahuasi,160,fg_160,http://fieldguides.fieldmuseum.org/guides/guide/160,Common Plants of the Valle del Cotahuasi,Plantas Comunes del Cañon del Cotahuasi,98159,4efb4311-fc06-4b71-9309-2b331ef0f464
Peru,Sub Cuenca del Cotahuasi,55,fg_55,http://fieldguides.fieldmuseum.org/guides/guide/55,Conspicuous Plants of the Valle del Colca,Plantas Llamativas del Valle del Colca,98159,4efb4311-fc06-4b71-9309-2b331ef0f464
Peru,Sub Cuenca del Cotahuasi,405,fg_405,http://fieldguides.fieldmuseum.org/guides/guide/405,Plants of Laguna de Parinacochas,Plantas de la Laguna de Parinacochas y sus Alrededores,98159,4efb4311-fc06-4b71-9309-2b331ef0f464
Peru,Tambopata,236,fg_236,http://fieldguides.fieldmuseum.org/guides/guide/236,Amphibians of Manu and Tambopata,Anfibios de Madre de Dios,3370,2e6ce6d5-0a77-43ef-b704-8569c016879f
Peru,Tambopata,256,fg_256,http://fieldguides.fieldmuseum.org/guides/guide/256,Ant Birds of Peru and Bolivia,Pájaros Hormigueros del Perú y Bolivia,3370,2e6ce6d5-0a77-43ef-b704-8569c016879f
Peru,Tambopata,685,fg_685,http://fieldguides.fieldmuseum.org/guides/guide/685,"Epidendrum (Orchidaceae) of Cusco, Madre de Dios, and Puno","Epidendrum (Orchidaceae) de Cusco, Madre de Dios y Puno",3370,2e6ce6d5-0a77-43ef-b704-8569c016879f
Peru,Tambopata,787,fg_787,http://fieldguides.fieldmuseum.org/guides/guide/787,Frogs and Reptiles of the Taricaya Ecological Reserve,Ranas y Reptiles de la Reserva Ecológica Taricaya,3370,2e6ce6d5-0a77-43ef-b704-8569c016879f
Peru,Tambopata,165,fg_165,http://fieldguides.fieldmuseum.org/guides/guide/165,Frogs and Toads of Tambopata,Ranas Comunes de Tambopata,3370,2e6ce6d5-0a77-43ef-b704-8569c016879f
Peru,Tambopata,230,fg_230,http://fieldguides.fieldmuseum.org/guides/guide/230,Hummingbirds of Madre de Dios,Colibríes de Madre de Dios,3370,2e6ce6d5-0a77-43ef-b704-8569c016879f
Peru,Tambopata,231,fg_231,http://fieldguides.fieldmuseum.org/guides/guide/231,Large Mammals of Loreto,Mamíferos Grandes de Madre de Dios,3370,2e6ce6d5-0a77-43ef-b704-8569c016879f
Peru,Tambopata,876,fg_876,http://fieldguides.fieldmuseum.org/guides/guide/876,Plants of Gallocunca Conservation Forest,Plantas del Bosque de Conservación Gallocunca,3370,2e6ce6d5-0a77-43ef-b704-8569c016879f
Peru,Tambopata,194,fg_194,http://fieldguides.fieldmuseum.org/guides/guide/194,Reptiles of Madre de Dios,Reptiles de Madre de Dios,3370,2e6ce6d5-0a77-43ef-b704-8569c016879f
Peru,Tambopata,280,fg_280,http://fieldguides.fieldmuseum.org/guides/guide/280,Vochysiaceae of Southeastern Peru,Vochysiaceae del Sureste del Perú,3370,2e6ce6d5-0a77-43ef-b704-8569c016879f
Peru,Tingo María,605,fg_605,http://fieldguides.fieldmuseum.org/guides/guide/605,Common Orthoptera of Tingo Maria,Orthoptera Comunes de Tingo María,260,d5081a46-f05d-4662-b05d-299c5f5de28f
Peru,Tingo María,966,fg_966,http://fieldguides.fieldmuseum.org/guides/guide/966,Orchids of Tingo María National Park,Orchidaceae del Parque Nacional Tingo María,260,d5081a46-f05d-4662-b05d-299c5f5de28f
Peru,Yaguas,262,fg_262,http://fieldguides.fieldmuseum.org/guides/guide/262,Amphibians and Reptiles of Loreto,Anfibios y Reptiles de Loreto,555544104,f83d9875-f59e-4955-be58-5e421067d3ec
Peru,Yaguas,751,fg_751,http://fieldguides.fieldmuseum.org/guides/guide/751,Amphibians and Reptiles of the Algodón River,Anfibios y Reptiles del Río Algodón,555544104,f83d9875-f59e-4955-be58-5e421067d3ec
Peru,Yaguas,862,fg_862,http://fieldguides.fieldmuseum.org/guides/guide/862,Common Plants of the Putumayo-Algodón,Plantas Comunes del Medio Putumayo-Algodón,555544104,f83d9875-f59e-4955-be58-5e421067d3ec
Peru,Yaguas,299,fg_299,http://fieldguides.fieldmuseum.org/guides/guide/299,Fishes of the Yaguas River,Peces del Río Yaguas,555544104,f83d9875-f59e-4955-be58-5e421067d3ec
Peru,Yaguas,397,fg_397,http://fieldguides.fieldmuseum.org/guides/guide/397,Large Mammals of the Yaguas and Cotuhé Rivers,Mamíferos Grandes de los Ríos Yaguas y Cotuhé,555544104,f83d9875-f59e-4955-be58-5e421067d3ec
Peru,Yaguas,295,fg_295,http://fieldguides.fieldmuseum.org/guides/guide/295,Palms of the Yaguas River,Palmas del Río Yaguas,555544104,f83d9875-f59e-4955-be58-5e421067d3ec
Peru,Yaguas,296,fg_296,http://fieldguides.fieldmuseum.org/guides/guide/296,Timber Trees of the Yaguas River,Árboles Maderables del Río Yaguas,555544104,f83d9875-f59e-4955-be58-5e421067d3ec
Peru,Yanachaga-Chemillén,738,fg_738,http://fieldguides.fieldmuseum.org/guides/guide/738,Amphibians of Yanachaga-Chemillén National Park,Anfibios del Parque Nacional Yanachaga-Chemillén,12213,9b42de41-e826-4c50-9441-cb4bc711a610
Peru,Yanachaga-Chemillén,95,fg_95,http://fieldguides.fieldmuseum.org/guides/guide/95,"Common Plants of Cerro Pajonal, Yanachaga","Plantas del Cerro Pajonal, Yanachaga",12213,9b42de41-e826-4c50-9441-cb4bc711a610
Peru,Yanachaga-Chemillén,96,fg_96,http://fieldguides.fieldmuseum.org/guides/guide/96,"Common Plants of Palcazu, Yanachaga","Plantas de la Cuenca del Palcazu, Yanachaga",12213,9b42de41-e826-4c50-9441-cb4bc711a610
Peru,Yanachaga-Chemillén,97,fg_97,http://fieldguides.fieldmuseum.org/guides/guide/97,"Common Plants of Sta. Barbara, Yanachaga","Plantas de La Misericordia y Sta. Barbara, Yanachaga",12213,9b42de41-e826-4c50-9441-cb4bc711a610
Peru,Yanachaga-Chemillén,93,fg_93,http://fieldguides.fieldmuseum.org/guides/guide/93,Conspicuous Plants of Huancabamba,"Plantas Llamativas del Cañón de Huancabamba, Yanachaga",12213,9b42de41-e826-4c50-9441-cb4bc711a610
Peru,Yanachaga-Chemillén,91,fg_91,http://fieldguides.fieldmuseum.org/guides/guide/91,"Conspicuous Plants of San Alberto, Yanachaga","Plantas Llamativas de la Cuenca de San Alberto, Yanachaga",12213,9b42de41-e826-4c50-9441-cb4bc711a610
Peru,Yanachaga-Chemillén,92,fg_92,http://fieldguides.fieldmuseum.org/guides/guide/92,"More Plants of San Alberto, Yanachaga","Más Plantas de la Cuenca de San Alberto, Yanachaga",12213,9b42de41-e826-4c50-9441-cb4bc711a610
Peru,Yanachaga-Chemillén,94,fg_94,http://fieldguides.fieldmuseum.org/guides/guide/94,"Plants of the Estación Biológica Huampal, Yanachaga","Plantas de la Estación Biológica Huampal, Yanachaga",12213,9b42de41-e826-4c50-9441-cb4bc711a610
